client_id,Program,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
10,IBHS,0,3,2,0,0,-3,-3,-2,-3,-2,-1,0,2,0,3,-3,-2,0,3,3,3,-3,-1,-1,3,1,-3,1,-2,-2,-1,-1,0,0,1,2,-1,3,2,-3,0,-2,-3,0,1,2,3,2,2,-1,3,-3,-2,-3,2,-2,3,-2,1,-2,-2,-2,-3,3,-1,0,-2,3,3,-3,-3,-3,3,1,0,3,0,2,2,-2,3,-2,-2,0,1,-2,-3,-1,0,0
11,IBHS,3,0,1,3,2,0,-2,-2,-1,0,3,-3,-1,1,-3,0,-2,3,0,2,-2,3,3,2,2,-1,0,2,2,-1,-3,1,-1,-2,1,0,0,1,-2,-3,-1,3,0,3,-3,-2,-3,-2,1,-2,-2,2,-1,1,3,0,-1,-3,0,3,-3,-3,2,-1,3,2,-2,-2,3,-1,-2,0,2,3,0,0,-3,-1,-2,-1,0,3,1,1,-2,-3,2,-2,2,-1
12,IBHS,3,2,3,0,3,-3,-1,-2,-3,0,-2,-2,2,-2,-2,0,-1,3,1,-1,-1,1,2,3,1,1,-1,-2,-2,2,-3,0,-3,2,2,0,0,2,3,0,2,1,-1,-3,0,-3,2,-2,3,-3,-2,2,0,0,-2,2,3,-1,-2,-2,2,-2,2,1,-1,-1,-3,3,2,-2,-1,2,-1,0,3,-3,3,-1,0,2,-1,1,1,2,3,3,-2,-3,-1,2
13,IBHS,0,1,3,1,3,0,0,-3,0,-2,2,-2,3,3,1,2,3,0,2,-1,0,1,2,3,2,1,2,2,-2,2,2,-2,3,2,-3,2,1,-3,3,3,-1,-2,3,-1,-2,-2,2,2,-1,-1,-2,-3,0,-2,-3,3,1,0,-3,1,0,-3,1,2,0,3,-3,0,1,-3,-1,2,2,3,3,-2,-1,2,3,-1,3,0,0,2,2,2,-1,3,0,-1
14,IBHS,1,0,1,1,3,0,-3,-3,-1,-3,2,3,3,0,1,-1,1,3,2,2,-1,3,0,-1,-2,-3,3,2,-2,-3,2,-2,3,-3,-2,-3,-1,3,-1,0,-3,-1,3,1,0,-2,3,-1,-2,-3,2,3,3,2,-3,-3,-3,2,0,1,-1,-1,-1,2,-3,-2,-1,-1,-3,3,2,2,-1,0,-2,-2,-1,-3,-2,1,3,-2,2,2,3,0,2,0,1,0
15,IBHS,3,1,2,3,3,-3,0,-3,0,-3,1,-3,2,-2,-2,2,-2,-2,2,-1,0,-1,-3,-1,3,3,0,-1,-1,-2,-3,1,1,-1,3,-2,-1,0,-2,-1,-1,-2,-2,1,-2,-2,-2,-3,3,0,3,2,3,-2,3,-1,-3,-3,-3,-1,-3,0,-3,-1,-2,-1,-3,-3,1,-1,-1,1,0,0,-2,-2,-3,0,3,1,-3,-1,-2,0,2,-1,-3,3,-1,1
16,IBHS,1,2,2,0,0,0,-2,-1,-3,0,1,0,-2,2,0,1,2,0,0,2,-2,3,3,-2,1,2,3,-1,-3,-2,1,-1,1,0,2,3,3,1,-2,3,0,-1,-3,2,0,-1,3,2,3,2,-2,0,1,1,-2,0,2,-2,0,-1,-2,0,2,0,-1,0,-2,0,3,1,-1,-1,2,1,2,-1,0,1,-2,3,2,2,0,-3,1,2,1,2,0,3
17,IBHS,1,1,1,1,0,0,-3,-3,-3,-1,0,3,-1,-2,-2,2,2,-1,0,3,1,-3,-3,0,2,-1,-1,3,3,-1,1,3,-3,-2,-3,0,-1,3,-3,0,3,-2,-2,0,2,-1,2,2,-1,3,3,1,-3,2,0,1,-3,2,2,3,-1,1,-1,3,-1,0,3,3,-3,-3,-2,0,3,0,3,-2,1,1,-3,1,2,0,0,0,2,3,1,2,-3,-2
18,IBHS,3,0,1,1,2,0,-2,-3,-2,-2,-2,-3,-2,-3,1,0,0,-3,2,-2,-2,2,2,3,1,2,2,2,0,3,-2,1,1,-2,-2,-3,0,0,-3,1,1,3,-1,3,0,1,2,-3,-3,-2,-1,3,3,2,2,-2,1,-3,-2,-2,-3,-2,-3,1,2,3,3,2,2,0,-2,3,-3,3,0,-1,3,-2,-2,3,2,-3,2,-1,2,3,-2,-3,-1,3
19,IBHS,0,0,0,2,3,0,-3,-2,-3,-1,-3,3,3,-1,-3,3,1,-2,-2,-1,0,-1,-1,-2,3,-3,0,-2,1,-1,2,1,-1,1,-2,-3,-1,-3,-3,2,-2,0,-1,-3,-1,-1,0,1,2,-2,-2,1,0,2,3,2,-2,3,2,1,-2,-1,2,0,0,0,-2,-3,-2,-1,0,-3,-3,-2,3,-2,2,0,1,1,3,3,3,-3,0,-1,-1,3,-3,1
20,IBHS,2,2,0,0,3,0,0,0,-1,-1,0,-1,1,-1,2,-2,1,0,-1,1,0,2,0,-1,-2,1,1,0,0,-2,1,-3,3,-2,-3,1,-1,-3,-3,-1,2,-1,-2,-1,3,2,-2,-2,-2,-2,-2,1,-1,1,-3,0,-3,3,-2,1,1,-2,2,-1,-3,3,-1,3,3,1,-2,-3,0,0,1,-3,1,1,0,-1,2,-3,-3,3,1,-1,-1,-3,-1,3
21,IBHS,3,3,3,0,1,-3,-1,0,0,0,1,2,0,-1,-2,0,1,3,-1,0,2,-3,1,-2,-1,2,0,-3,-1,3,-2,-2,-3,3,-2,-1,1,-2,-3,1,2,-3,0,-1,1,2,-3,3,-2,3,1,-2,2,-1,-2,-3,3,2,-1,1,0,-1,-2,0,-2,3,-1,0,3,3,3,-2,1,0,-2,2,-3,2,0,-3,-1,0,3,0,2,3,3,-1,0,-1
22,IBHS,2,3,0,1,3,-1,0,-1,-3,-2,-1,3,1,-1,0,1,-3,1,0,-3,2,-2,-2,-3,1,-2,-1,2,2,-3,-1,-1,-3,-3,-1,2,3,3,-1,2,1,2,0,3,-2,2,-3,-2,3,-1,3,3,3,1,-2,0,-1,2,-2,1,0,0,2,0,-3,3,3,0,3,1,3,1,1,3,2,-1,0,-2,2,-2,-1,1,-1,2,0,-3,-3,1,2,-2
23,IBHS,0,0,3,0,1,0,-3,-2,-3,-1,2,0,1,-2,-3,-2,-1,-3,1,-1,3,3,3,-2,2,-2,3,2,3,-2,3,2,2,-2,-3,3,0,-2,-3,-1,0,-1,-2,1,-3,-3,2,0,3,2,-2,0,-2,-3,2,-3,-1,-3,-2,-2,-3,-3,0,-2,-2,0,3,-3,3,2,2,0,-3,1,3,-2,-1,-2,-3,2,3,-3,2,3,-2,3,-2,-3,-3,1
24,IBHS,1,3,2,1,3,0,0,-1,-2,-2,-1,3,-1,2,2,3,2,2,-2,2,-3,-3,2,-1,3,0,3,-1,0,3,2,-2,0,-1,2,2,-3,-2,1,-1,-1,3,0,-2,-3,-2,1,2,-3,-1,2,2,-1,1,-2,-1,0,0,-2,1,-3,-1,-2,-3,3,3,-1,1,-2,2,-1,-1,-2,-3,1,-3,-2,-2,2,-1,-2,-2,-2,-1,3,3,2,1,-1,-1
25,IBHS,2,1,3,1,3,0,0,0,0,-1,-3,3,-2,0,1,-3,3,0,-1,-3,2,2,-2,-1,-1,3,-2,-2,-2,0,3,1,3,3,0,-2,3,-2,-1,2,2,-3,-3,0,-1,-3,3,3,3,1,-3,0,-1,1,-1,1,1,2,-1,-2,3,2,-1,0,-3,2,1,1,3,2,2,1,3,-1,2,-2,2,3,-3,3,-3,3,0,3,-2,2,3,0,3,1
26,IBHS,1,3,2,2,2,-3,-2,-2,0,-1,3,-3,1,1,1,-1,0,1,2,-2,0,3,0,-3,-3,3,2,0,0,3,3,1,1,2,0,3,0,0,0,2,-1,-2,2,3,-1,1,-1,1,3,-2,1,-1,1,0,-2,3,0,-3,2,-1,3,3,-1,2,-1,-2,-2,1,-1,1,-1,-2,3,3,-3,1,-1,-1,1,-1,2,1,0,-1,2,3,2,0,3,-3
27,IBHS,1,1,3,1,1,-1,-3,-1,-2,-1,3,-2,1,-1,2,0,-2,-3,-3,-1,3,-3,-1,0,3,2,-2,0,-1,-3,0,-3,-2,2,-2,2,1,0,2,0,3,-3,1,1,3,0,-1,1,-1,3,3,3,-1,3,3,1,0,1,-2,2,2,1,0,0,-2,1,2,-3,3,-3,-3,-3,2,-3,3,2,1,-3,0,-1,-2,-1,0,-2,-3,-1,2,-1,1,-2
28,IBHS,3,1,0,3,1,-3,-1,-1,-3,-3,-2,-1,3,1,2,3,1,0,-3,1,-1,3,-3,0,0,0,3,-1,-2,-1,3,-1,0,-2,0,-2,0,-3,1,2,2,0,2,-2,-2,0,3,3,1,-2,-2,-3,-3,-1,-2,-2,-2,3,3,3,1,2,-2,2,0,1,3,-1,-1,-2,0,2,3,-2,-1,1,-3,3,-1,1,0,-3,2,3,3,0,-1,2,-1,3
29,IBHS,1,0,2,2,0,-1,-3,-2,-3,-2,-3,2,1,0,-1,3,-2,-3,2,2,3,0,-2,3,-2,3,2,0,-1,2,3,0,-3,-1,1,-2,-2,-3,-3,-3,2,-2,-1,0,2,-3,-2,0,1,-3,-1,2,-2,-3,-3,1,-1,-2,0,-2,1,1,-1,3,-2,1,-1,-2,-3,-1,-1,2,0,-1,-3,2,-1,-3,3,1,-2,3,0,-2,-1,0,2,-2,0,0
30,IBHS,2,0,2,3,2,-1,-3,0,-2,-2,3,2,-1,1,-3,1,1,2,1,0,-3,2,-3,2,2,-2,2,-1,0,2,-3,0,2,-1,-2,-1,-3,-3,1,-2,0,0,0,1,-2,2,1,3,-2,2,-1,0,-1,0,2,-2,-2,-1,-2,1,-2,2,3,2,0,-3,2,-3,-2,-1,-1,-3,1,0,0,2,0,3,-3,2,-1,-2,-1,3,3,-3,-3,-1,-3,2
31,IBHS,0,0,1,0,2,-3,-2,0,0,-1,-1,0,-3,3,0,-3,1,0,-2,-1,0,2,0,-3,-2,-1,1,-1,2,-3,2,-2,2,3,2,2,2,-3,-3,-2,-2,0,-2,1,3,-3,-1,-2,0,3,2,-3,2,1,-3,0,1,2,1,-1,-1,3,3,-1,3,-3,1,3,-1,0,-2,-3,3,-3,-1,1,-3,-2,2,-1,0,-3,2,-1,2,-3,1,2,-1,2
32,IBHS,2,2,0,3,2,-1,-1,-2,-2,0,2,2,-1,-1,-2,-1,2,-2,2,2,1,-2,0,-3,2,0,2,2,-2,-1,1,3,3,3,0,0,-3,-3,2,1,-2,1,-2,2,0,1,1,0,0,0,2,-3,2,2,-1,0,-2,-1,-3,0,2,-3,2,-2,1,-2,-2,-1,-1,0,3,-2,2,2,-3,2,-2,-1,-2,-3,0,0,3,3,1,2,-3,-3,2,-1
33,IBHS,3,0,3,2,3,0,-1,-1,0,-2,-3,0,-3,1,-2,-1,-1,0,-2,-1,2,-3,2,2,3,1,2,2,3,-3,3,3,3,0,2,1,-1,3,-2,-2,2,-1,-3,3,2,2,-2,0,-1,1,-3,2,-1,-1,2,2,1,-3,-2,-3,0,0,-3,-2,-2,0,3,-3,2,3,-2,2,0,3,2,2,0,2,1,1,1,3,1,2,1,-3,-2,1,3,-2
34,IBHS,2,3,1,0,1,-1,-1,0,-2,-1,0,0,-3,3,-2,-3,-2,-2,-1,1,-1,-1,2,3,3,-2,-3,3,1,-2,2,2,2,3,0,0,-1,3,0,2,1,-3,-1,-2,-3,0,-2,1,-1,3,-1,1,3,1,-1,3,-3,-2,-1,1,-1,0,-2,-2,1,0,-2,-2,0,-1,2,-1,0,0,0,-2,-3,0,2,-2,-2,1,2,-2,-3,0,-3,0,1,2
35,IBHS,1,2,1,2,2,-2,-2,0,-2,0,1,3,3,-2,-2,2,0,3,-3,0,0,-2,-1,0,-2,3,-1,-1,2,3,-2,2,-2,-3,-1,1,-2,-1,-2,-2,-2,3,-1,2,1,3,2,2,1,1,3,-1,1,-3,-2,-1,-2,3,-2,-3,3,1,0,-3,2,0,-2,0,-3,0,1,-3,3,-1,3,2,-2,1,-1,-1,1,2,-3,3,0,-2,2,-1,-1,-1
36,IBHS,3,1,2,0,0,-3,-1,0,-1,-2,3,0,-3,0,2,-1,-1,-2,2,3,0,3,3,2,2,3,1,-3,-2,-3,-1,0,-1,3,-3,2,2,2,-1,-1,-3,-3,2,0,3,1,3,-1,-1,1,-3,-3,2,2,1,-1,-3,-3,-2,2,-1,0,1,0,-2,-3,-1,2,-3,0,1,2,1,-1,-2,-2,0,2,3,-2,-2,-2,1,-1,3,-1,2,-2,2,-2
37,IBHS,0,1,2,3,1,0,-2,-2,0,-1,2,2,3,-2,-2,1,3,-1,2,0,1,-1,2,2,0,-2,-3,-1,-3,1,0,-2,-3,-1,3,2,-3,-3,2,-1,-3,1,-1,-2,2,3,-1,1,-1,3,-1,1,1,-3,2,-1,3,-2,2,-3,-2,1,0,3,-2,-2,0,2,1,-1,0,3,2,0,-2,-1,0,2,1,3,-1,3,2,-1,-3,0,3,-2,-1,-3
38,IBHS,1,1,2,1,2,-3,-1,-1,0,-1,-2,-2,-3,-3,3,2,-1,-1,2,-2,-2,0,1,-3,-1,3,2,3,-2,-3,-1,-3,0,1,-2,-2,-3,-1,1,3,3,2,-2,3,1,2,-2,0,-1,-2,1,0,2,-2,3,2,2,3,0,-3,-3,1,-2,2,2,0,-2,1,1,-1,3,2,2,0,-2,-3,2,-1,-3,2,1,2,1,1,0,-1,-3,-2,2,-1
39,IBHS,0,2,3,0,2,-2,0,0,-2,0,-1,-3,2,2,2,-3,-2,-3,1,0,3,2,3,3,-3,2,-1,3,-1,-1,-1,3,3,-3,-1,-3,0,0,3,0,2,-3,0,-1,-2,2,3,-2,3,0,-3,-2,-2,-3,0,-1,-2,2,2,3,-2,3,-1,2,3,-2,2,-1,-1,-3,-1,2,3,3,-1,0,0,3,0,2,-2,3,-2,3,-3,-2,3,-1,3,-2
40,IBHS,3,2,0,1,2,-2,-2,0,-3,-1,0,2,1,1,-3,3,-2,-2,-3,3,-1,0,-1,-1,-1,-3,3,0,3,-3,-2,1,-2,2,-2,-2,-1,1,3,2,0,2,0,2,2,0,0,-3,-2,0,-1,-2,0,-3,-1,1,3,2,2,-2,-3,0,2,-3,1,1,-2,-2,1,-2,1,-1,-2,-2,3,-1,-3,-2,0,3,-3,2,-3,1,3,-2,-1,3,-2,-3
41,IBHS,3,0,1,0,3,-2,0,-1,-3,-3,2,1,2,1,1,-3,3,2,1,-3,1,-1,1,3,-1,1,1,-3,-1,1,-3,1,-3,-2,1,2,3,2,0,-3,-2,-3,0,2,1,2,3,2,2,2,-3,1,0,3,0,-2,3,3,1,2,3,0,-1,0,2,-3,-2,2,2,-1,-3,0,0,1,-1,2,2,1,2,-3,-3,-2,3,0,3,-3,3,-2,-2,3
42,IBHS,2,2,2,1,0,-2,-2,-3,-3,-1,2,2,0,0,-1,2,-3,1,0,-3,2,3,3,0,-3,0,1,0,-2,0,0,2,-3,-1,3,2,2,3,0,2,3,1,1,-3,-2,2,3,-3,-2,3,-1,3,-3,3,-1,1,0,2,1,1,-2,3,-3,2,2,-2,1,0,3,-2,-3,-3,-1,3,2,3,3,1,-2,3,-2,2,1,-3,-2,2,-3,-2,2,1
43,IBHS,1,1,3,1,0,0,0,-1,-3,-2,-1,3,-1,-1,0,-1,-2,-1,-3,-3,0,0,0,1,-2,1,0,3,-1,-3,-2,-1,0,3,-2,2,3,2,0,1,-3,2,2,-2,3,-2,-3,1,-1,0,3,1,-1,3,2,1,3,0,-3,-2,-1,-1,1,-1,2,3,-2,-2,0,2,2,3,-1,2,-2,-1,1,3,-3,-1,3,0,0,-1,0,1,1,-1,0,2
44,IBHS,2,3,2,2,0,-1,-1,-3,-2,-3,-3,0,0,-3,0,-2,1,1,3,-3,3,-1,1,-2,-1,-3,-2,2,1,3,-3,0,-3,2,-3,1,2,0,2,2,1,0,0,1,1,-3,-3,-3,-2,1,2,1,-1,3,3,1,1,-1,0,2,-2,1,-2,0,3,-1,-2,-1,-2,-3,1,-3,-2,2,0,3,0,-2,-3,3,2,-3,2,0,-3,-3,2,0,0,-1
45,IBHS,1,2,3,1,2,-2,-1,-3,-1,-1,1,1,-3,3,2,-1,3,-1,2,0,-2,-1,-3,-1,0,0,0,0,-1,1,0,-1,-1,-3,3,2,-1,0,2,-1,-1,1,-2,2,-1,1,1,2,-2,0,1,-3,-3,2,2,1,-1,2,-2,3,2,-2,-2,1,2,-2,-3,1,1,-1,-2,3,0,2,1,3,-2,-3,-2,-2,2,-2,3,2,-3,1,2,-2,3,-1
46,IBHS,3,0,3,3,0,-3,-1,0,-2,-1,0,0,-2,-2,1,-2,-2,1,-2,-3,0,2,3,-3,1,2,-1,0,1,-1,1,3,3,-3,1,-3,-3,0,-2,2,-2,1,-1,3,-1,1,0,-2,2,2,3,3,1,-3,-2,-2,-3,0,-2,1,0,2,-1,1,2,-2,-1,1,1,1,2,3,0,-3,-3,-3,0,3,-3,2,1,-1,0,-2,-1,2,-2,1,1,-1
47,IBHS,1,1,1,0,2,-1,-3,-1,-3,-1,0,2,1,-2,-1,1,-2,3,-2,-1,0,2,3,-2,-2,2,2,-2,-1,3,-2,2,-3,2,-1,0,2,1,-2,2,0,0,1,-1,-1,2,-3,2,-3,-2,1,-2,-1,1,-2,3,-2,3,3,-2,0,0,-3,-3,0,2,1,-3,-2,-1,0,2,3,2,-3,-1,2,-3,0,-1,3,0,-3,1,0,-2,-1,-2,-3,-3
48,IBHS,2,1,3,1,1,0,0,-3,-1,-2,-1,-2,-2,-1,2,1,1,0,3,1,2,2,1,1,3,0,1,2,2,-2,-3,-2,-3,1,3,-3,-3,0,-3,0,-1,2,2,-1,-1,3,2,1,2,0,0,-2,-3,-1,-1,-3,-3,-2,3,1,3,0,3,-1,0,-3,-3,3,1,3,-2,-2,3,2,3,0,-3,3,-1,2,1,-1,-1,-2,2,3,0,-3,-1,0
49,IBHS,3,3,1,3,0,-2,-2,0,-3,-1,3,2,-3,2,3,-1,2,3,3,0,-2,-3,3,2,-1,0,-1,0,0,-2,2,3,2,-2,-3,-3,-2,0,-1,-2,1,0,-2,2,3,-2,3,1,2,-3,1,2,0,1,0,1,-2,3,2,-3,-1,-2,-1,2,1,-3,-1,2,0,1,-2,-2,-2,-1,0,2,1,1,-1,-2,-1,2,1,-2,2,2,3,2,-1,-2
50,IBHS,0,3,2,0,1,-2,-3,-1,-1,0,-1,-1,0,1,3,-1,-2,0,-3,-3,-1,0,-3,-1,2,-3,2,3,-1,0,-2,-2,-2,1,0,-1,0,0,-3,2,-3,0,2,1,-2,-3,3,-3,3,3,0,0,3,-2,1,1,-2,0,2,3,2,0,1,0,-3,1,-1,-3,1,-2,-1,-3,2,-1,-3,0,2,-3,1,-1,1,2,-3,-2,3,0,1,-3,2,0
51,IBHS,0,1,2,1,3,-3,-3,-3,-3,-1,1,-3,-2,0,3,-2,-2,3,-1,2,0,2,0,1,0,-1,0,2,-2,0,2,-1,-2,2,-1,3,3,2,-1,-1,3,-3,0,2,2,-1,0,1,-1,3,-1,-2,-2,-3,2,-1,3,0,-1,1,-1,1,1,-3,1,-2,2,0,1,3,-2,-1,-1,3,-1,-1,2,1,-1,1,-2,-2,-1,3,-1,-3,-3,-2,3,-2
52,IBHS,1,1,1,0,3,-3,-2,-3,-1,-1,1,2,-2,-1,-2,-2,3,-1,2,-2,1,1,3,-3,-2,3,0,-3,-3,-2,-2,0,2,2,1,1,1,-3,-1,3,-1,0,3,-3,-1,0,3,-1,-2,2,1,-1,-2,-3,-1,-3,-1,-2,1,0,-1,3,-2,2,-1,-1,0,3,-2,-2,3,2,1,-3,-3,1,2,3,3,-1,1,-3,3,3,-3,3,-3,-3,2,-2
53,IBHS,0,3,2,3,2,-2,0,-2,-1,0,2,2,-1,-1,-2,0,2,-2,3,-1,-3,-3,1,2,0,3,3,-1,3,-2,2,1,-3,-2,-1,1,1,2,-1,2,1,-3,-2,0,2,1,-2,3,-2,1,-1,3,2,0,-1,0,3,2,-3,0,1,-2,1,2,-1,0,-2,2,3,-2,0,2,-2,2,1,3,3,2,-3,2,-2,2,0,3,0,-3,-2,2,-3,1
54,IBHS,3,2,0,2,3,-2,-2,-3,-1,0,-3,3,0,1,-1,-1,-1,1,2,-3,2,2,-1,-2,-2,0,0,0,3,3,1,3,2,2,1,1,0,-1,0,0,-3,2,1,1,0,2,2,-2,2,0,1,-3,-2,-1,3,-2,0,3,1,0,-1,-1,-1,3,-3,3,-2,0,-3,-2,0,-1,2,-1,-3,2,-1,-2,-2,-1,2,0,1,2,1,1,-3,-2,3,1
55,IBHS,3,3,1,1,1,-3,-3,0,-2,-2,-2,-2,0,-3,0,1,2,0,-2,-2,2,-3,3,1,2,-3,2,3,2,3,-2,0,3,1,3,1,2,-1,0,-1,-3,-2,-1,0,0,-3,1,0,1,0,-1,0,-1,0,-3,2,0,3,0,-1,0,-1,0,-1,2,-2,-3,2,3,-1,3,3,1,2,0,1,-3,-2,-3,1,2,-1,0,-1,-2,2,3,-1,-2,0
56,IBHS,0,3,0,1,0,-2,-1,-1,0,-2,-3,3,-3,-3,-2,-2,1,1,-2,-2,-1,-3,-1,-2,1,-3,2,2,2,-3,3,0,1,2,3,3,2,1,-3,0,2,2,2,3,2,0,-1,-3,-2,2,2,-1,-3,-3,2,-3,1,1,1,-1,3,3,3,0,0,2,-2,-3,0,-2,-2,-1,-2,-2,-1,0,0,2,-3,2,-1,1,1,-3,1,3,-2,2,0,-1
57,IBHS,2,3,1,2,3,-2,-1,0,-3,0,-1,-2,2,0,2,2,-2,-2,-2,-2,-3,-1,2,1,3,2,3,1,-2,-2,-3,1,2,-3,2,-1,1,3,0,-2,-2,-1,-2,-2,-2,-1,2,2,3,1,-2,0,0,1,3,-3,2,0,-2,1,2,-1,2,-2,3,-3,3,1,3,-3,0,2,0,-3,-2,3,-3,-2,-1,-2,3,-2,2,1,-3,0,1,3,3,-1
58,IBHS,3,0,2,2,0,-1,-2,-1,0,-3,-1,-1,-1,3,3,2,3,-3,-3,3,-3,0,-3,0,0,-2,-3,-3,-1,1,1,-2,0,1,-2,2,0,3,-1,-2,1,-2,-2,0,-3,-2,0,1,-1,1,-2,0,2,0,-3,-1,3,-3,-2,2,-1,2,1,-3,-3,-3,-1,0,0,3,3,1,-2,-1,0,-2,-1,-2,-2,-3,-3,-2,-2,-3,3,1,3,-3,3,-2
59,IBHS,1,0,3,2,2,0,-1,0,-3,0,0,-3,-2,2,0,-1,3,2,1,0,3,2,-2,-2,0,3,2,1,3,0,-2,3,3,3,-3,-3,0,1,-1,2,2,1,0,2,-1,-1,-1,1,-1,-1,1,-1,0,-1,-2,3,1,2,-2,2,0,-3,-3,3,3,1,2,0,1,-2,2,3,-1,1,2,1,3,0,3,2,-2,-1,-3,-1,3,-3,0,0,0,-1
